file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,applyTo/1[org.apache.heron.streamlet.BaseWindowedBolt],false,41,1,4,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,Dummy/0,false,47,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,TumblingTimeWindow/1[java.time.Duration],false,59,2,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,TumblingCountWindow/1[int],false,79,2,1,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,"CustomWindow/2[org.apache.heron.streamlet.TriggerPolicy<org.apache.heron.api.tuple.Tuple,?>,org.apache.heron.streamlet.EvictionPolicy<org.apache.heron.api.tuple.Tuple,?>]",false,101,4,1,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,"SlidingCountWindow/2[int,int]",false,90,2,1,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/api/src/java/org/apache/heron/streamlet/WindowConfig.java,org.apache.heron.streamlet.WindowConfig,"SlidingTimeWindow/2[java.time.Duration,java.time.Duration]",false,70,2,1,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/schedulers/tests/java/org/apache/heron/scheduler/aurora/AuroraCLIControllerTest.java,org.apache.heron.scheduler.aurora.AuroraCLIControllerTest$1ContainerPlanComparator,"compare/2[PackingPlan.ContainerPlan,PackingPlan.ContainerPlan]",false,133,1,0,0,0,1,2,3,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/metricsmgr/tests/java/org/apache/heron/metricsmgr/executor/SinkExecutorTest.java,org.apache.heron.metricsmgr.executor.SinkExecutorTest,constructMetricsRecord/0,false,168,3,1,1,0,3,1,17,1,10,0,1,0,0,2,0,0,0,0,2,10,6,1,0,0,0,34,2,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/incubator-heron_17f1b06fffed0c242b181b3e945c7e6a31478751/heron/metricsmgr/tests/java/org/apache/heron/metricsmgr/executor/SinkExecutorTest.java,org.apache.heron.metricsmgr.executor.SinkExecutorTest,testSetPropertyMap/0,false,118,2,1,0,1,1,8,11,0,5,0,8,0,0,0,0,0,0,4,0,5,0,0,0,0,0,21,1,0,true
