file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/etl/src/test/java/com/alibaba/otter/node/etl/extract/DatabaseExtractorTest.java,com.alibaba.otter.node.etl.extract.DatabaseExtractorTest$Anonymous1,(initializer 1),false,81,1,15,0,15,1,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/etl/src/test/java/com/alibaba/otter/node/etl/extract/DatabaseExtractorTest.java,com.alibaba.otter.node.etl.extract.DatabaseExtractorTest$Anonymous2,(initializer 2),false,116,1,7,0,7,1,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/common/src/main/java/com/alibaba/otter/node/common/communication/NodeCommunicationEndpoint.java,com.alibaba.otter.node.common.communication.NodeCommunicationEndpoint,afterPropertiesSet/0,false,38,4,2,1,1,3,5,12,0,3,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,13,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/common/src/main/java/com/alibaba/otter/node/common/communication/NodeCommunicationEndpoint.java,com.alibaba.otter.node.common.communication.NodeCommunicationEndpoint,setConfigClientService/1[com.alibaba.otter.node.common.config.ConfigClientService],false,64,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/common/src/main/java/com/alibaba/otter/node/common/communication/NodeCommunicationEndpoint.java,com.alibaba.otter.node.common.communication.NodeCommunicationEndpoint,destroy/0,false,54,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/common/src/main/java/com/alibaba/otter/node/common/communication/NodeCommunicationEndpoint.java,com.alibaba.otter.node.common.communication.NodeCommunicationEndpoint,setEndpoint/1[com.alibaba.otter.node.common.communication.CommunicationEndpoint],false,60,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/common/src/main/java/com/alibaba/otter/node/common/config/impl/InternalConfigClientService.java,com.alibaba.otter.node.common.config.impl.InternalConfigClientService,createOrUpdateChannel/1[com.alibaba.otter.node.common.config.impl.Channel],false,29,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/node/etl/src/test/java/com/alibaba/otter/node/etl/common/jetty/JettyEmbedIntegration.java,com.alibaba.otter.node.etl.common.jetty.JettyEmbedIntegration,main/1[java.lang.String[]],false,28,6,0,0,0,4,10,17,0,7,1,10,0,0,1,1,0,0,3,1,7,0,1,0,0,0,21,9,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/shared/etl/src/main/java/com/alibaba/otter/shared/etl/model/RowBatch.java,com.alibaba.otter.shared.etl.model.RowBatch,getDatas/0,false,34,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/sandro/workspace/sandro/MLCQCodeSmellSamples/scripts/../dataset/otter_a939897df75ae8aafdcbbbce0205d13ac87d6fdb/shared/etl/src/main/java/com/alibaba/otter/shared/etl/model/RowBatch.java,com.alibaba.otter.shared.etl.model.RowBatch,setDatas/1[java.util.List<com.alibaba.otter.shared.etl.model.EventData>],false,38,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,false
